Locus_Tag	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SAOUHSC_T00011	281.591351154266	-0.300253693421238	0.940872361968934	-0.319122662709431	0.749633499065723	0.810042220902299
SAOUHSC_00020	2964.39451756548	-0.189492466426157	0.243368189693723	-0.778624629063608	0.43620086648231	0.5257657666554
SAOUHSC_00021	10753.1763277371	-0.560428037148511	0.494514731373777	-1.1332888619751	0.257092967546266	0.347504836290434
SAOUHSC_00022	8204.85833757385	0.392802780176064	0.197686131832581	1.98700220665315	0.0469221523118998	0.0812647974589983
SAOUHSC_00023	6369.3355595377	0.304122852433844	0.311512930669038	0.976276817083252	0.328927305106991	0.422994366193663
SAOUHSC_00024	1238.6724579732	0.697317317649013	0.381092383149059	1.82978550210558	0.0672820195466537	0.110940753620366
SAOUHSC_00025	1228.07972585498	-0.208373704338936	0.521916373416502	-0.3992473027334	0.689710992049168	0.758021026405475
SAOUHSC_00026	158.391466043114	2.73927427539687	0.401693569284822	6.81931323987559	9.14767483388128e-12	1.0233496399529e-10
SAOUHSC_00027	1233.54090221035	-0.714635984784491	0.446295123414899	-1.60126326121679	0.109318622522731	0.168540531754933
SAOUHSC_00028	3.32596915848905	-0.363449991468546	1.47158858357246	-0.246977990673336	0.804925257423487	0.849368983293496
SAOUHSC_00029	28.3006210591073	-2.50732203778389	0.601360735293597	-4.16941428103011	3.05383444171801e-05	0.000112505386661418
SAOUHSC_00030	1269.95931785108	-0.840091168281661	0.319653833706578	-2.62812792995567	0.00858562205823904	0.0180985323050258
SAOUHSC_00031	11599.8605616813	4.22351103494226	0.302855261473774	13.9456419359847	3.34425440321609e-44	7.07952932126976e-42
SAOUHSC_00032	47.1847358826786	0.96774597972031	0.790618284372415	1.22403693267541	0.220938295442389	0.306218923490197
SAOUHSC_00033	6082.11712672767	4.07109845805859	0.382681601796347	10.6383438319178	1.97610503875409e-26	1.02608322012288e-24
SAOUHSC_00034	1450.14096079672	4.2223866439637	0.449700069146613	9.38933954797124	6.03776558261591e-21	1.86695852622011e-19
SAOUHSC_00035	9792.96869498408	5.83835325192304	0.572682934461602	10.1947393585455	2.09305199442308e-24	9.14298268040049e-23
SAOUHSC_00036	19042.5338212044	5.19064340937211	0.39445513327179	13.1590210686791	1.51029965528497e-39	1.88924756879283e-37
SAOUHSC_00037	20743.9052141282	2.14538015099973	0.445316227847792	4.81765544760927	1.45254918341112e-06	7.12551756282958e-06
SAOUHSC_00038	114.572777375572	0.787109791730086	0.385917953337958	2.03957806295888	0.0413923688259598	0.0727870920185567
SAOUHSC_00039	3029.65808396306	-0.941863620673522	0.519002659441573	-1.81475682935215	0.0695612874107656	0.114219965963262
SAOUHSC_00040	16.7557684546552	-0.460753097859091	0.509878804352608	-0.903652189355289	0.366179858329333	0.460149301425719
SAOUHSC_00041	371.144559245299	0.784132787363133	0.253342545062392	3.09514845668745	0.00196714409572916	0.00489031666797348
SAOUHSC_00042	231.357281806012	-0.0610660947013856	0.317402161087614	-0.192393443359478	0.847434027908777	0.881246211931881
SAOUHSC_00043	88.1508238422715	0.412745767467443	0.323063443104505	1.2775997293322	0.201390596063796	0.28320230984546
SAOUHSC_00044	873.324841895633	1.69061431397425	0.378887525778238	4.46204796661414	8.11800478269176e-06	3.38496199423753e-05
